Project_ID,Project_Type,Target_Cost_INR,Actual_Cost_INR,Cost_Overrun_Percent,Target_Duration_Days,Actual_Duration_Days,Timeline_Overrun_Days,Project_Start_Date,Project_End_Date_Planned,Project_End_Date_Actual,Voltage_Level_kV,Line_Length_km,Number_of_Bays,Terrain_Complexity_Index,Environmental_Impact_Severity,Forest_Land_Required_Ha,Num_Required_Permits,Average_Permit_Lag_Days,Right_of_Way_Delay_Severity,Regulatory_Hotspot_Region,Labour_Cost_Estimate_INR,Material_Cost_Estimate_INR,Num_Skilled_Workers_Required,Vendor_Performance_Rating,Num_Vendor_Change_Events,Material_Availability_Issue,Annual_Rainfall_mm,Num_Extreme_Weather_Days,Commodity_Price_Index_Start,Commodity_Price_Change_During_Project,Historical_Local_Delay_Index,Escalation_Reason_Material,Escalation_Reason_Regulatory,Escalation_Reason_Manpower,Qualitative_Risk_Score,Year,Cost_Per_km_Cr,Duration_Efficiency,Risk_Flag
Mohali-Bokaro Transmission System 400kV Phase-I_05082,Transmission System,4210408578.48167,5807911684.00763,37.941759706894,1431,1388,-43,2019-12-13,2023-11-13,2023-10-01,400,1480.6,21,Low (Plain),Moderate,0,6,55.7,Moderate,Haryana,2304170287.6,14810110829.21,3000,3.3,0,1,394,8,106.9,16.8,2.7,1,0,0,8,2019-20,1.49,1.031,1
Healthcare Project Patna_05083,CSR - Healthcare,287377801.17053,693143871.47451,141.196038333942,394,215,-179,2013-09-21,2014-10-20,2014-04-24,765,0,0,Medium (Plateau),Low,5.9819,10,72.7,Medium,Rajasthan,83788958.4,518440717.63,25,5.4,2,1,329,17,95.5,9.7,1.7,1,0,0,2,2013-14,0,1.833,1
Healthcare Project Patna_05083,CSR - Healthcare,287377801.17053,693143871.47451,141.196038333942,394,215,-179,2013-09-21,2014-10-20,2014-04-24,400,0,0,Medium (Plateau),Low,5.9819,10,72.7,Medium,Rajasthan,83788958.4,518440717.63,25,5.4,2,1,329,17,95.5,9.7,1.7,1,0,0,2,2013-14,0,1.833,1
Aligarh 765kV GIS Substation_05084,Substation,19144688901.8447,18538716460.4497,-3.16522480204222,691,732,41,2018-11-12,2020-10-03,2020-11-13,765,0,12,Low (Plain),High,0,19,77.2,Low,Karnataka,26193013699.42,90991280360.86,3000,7.4,1,1,997,18,104.3,3.4,3.1,0,0,1,7,2018-19,0,0.944,0
Joint Venture Project Tirupati_05085,Joint Venture Project,22696853668.6173,23403971620.4196,3.11548887844327,2138,2178,40,2011-10-25,2017-09-01,2017-10-11,400,189.1,7,Low (Coastal),Low,0,21,80.3,Medium,Telangana,16753382652.73,85817791733.23,3000,6.7,0,1,833,9,118.9,4.7,2,0,1,1,1,2011-12,55.88,0.982,0
Dehradun-Madurai Transmission System 132kV_05086,Transmission System,27814744656.8247,26554048306.6087,-4.53247500838251,1161,1094,-67,2014-05-12,2017-07-16,2017-05-10,132,1463.6,6,Medium (Plateau),Moderate,246.8982,26,85.2,Low,Andhra Pradesh,22376169747.89,138726416207.29,3000,8.4,0,0,639,11,118.4,7,2.9,1,1,1,8,2014-15,12.13,1.061,0
Bilaspur-Bokaro Transmission System 765/400kV_05087,Transmission System,34156931065.527,33205346723.3213,-2.78591873602492,915,1098,183,2010-03-06,2012-09-06,2013-03-08,765,1774.5,37,Low (Coastal),Very High,0,28,100.5,Low,Western Region,40051722174.85,164146631831.84,3000,7.8,1,0,1125,10,117.2,-0.3,1.9,1,1,1,5,2010-11,12.2,0.833,1
Bilaspur-Bokaro Transmission System 765/400kV_05087,Transmission System,34156931065.527,33205346723.3213,-2.78591873602492,915,1098,183,2010-03-06,2012-09-06,2013-03-08,400,1774.5,37,Low (Coastal),Very High,0,28,100.5,Low,Western Region,40051722174.85,164146631831.84,3000,7.8,1,0,1125,10,117.2,-0.3,1.9,1,1,1,5,2010-11,12.2,0.833,1
Joint Venture Project Ludhiana_05088,Joint Venture Project,11397468385.0798,12987711874.3491,13.9526027670417,2613,2523,-90,2016-05-17,2023-07-13,2023-04-14,765,655.5,2,Low (Plains),Medium,0,11,53.3,Low,Andhra Pradesh,7479330088.88,48587934312.6,3000,5.3,1,0,1021,12,104.1,6.9,2.6,1,0,0,3,2016-17,13.18,1.036,1
Joint Venture Project Ludhiana_05088,Joint Venture Project,11397468385.0798,12987711874.3491,13.9526027670417,2613,2523,-90,2016-05-17,2023-07-13,2023-04-14,400,655.5,2,Low (Plains),Medium,0,11,53.3,Low,Andhra Pradesh,7479330088.88,48587934312.6,3000,5.3,1,0,1021,12,104.1,6.9,2.6,1,0,0,3,2016-17,13.18,1.036,1
Purnea-Fatehgarh Transmission Line 220kV_05089,Transmission Line (D/C),12991298434.1608,15466831864.9398,19.0553195535069,431,475,44,2022-11-26,2024-01-31,2024-03-15,220,373.1,10,Low (Coastal),Low,0,13,51.5,Moderate,Jammu & Kashmir,11235354913.94,59749436954.54,3000,7.4,1,1,559,5,105.1,1.1,4,1,1,1,1,2022-23,19.86,0.907,0
Patna 220kV GIS Substation_05090,Substation,6793529317.30372,9293569240.8686,36.8003111018754,908,741,-167,2019-04-11,2021-10-05,2021-04-21,220,0,19,High (Hilly),Low,12.1158,18,65.5,Moderate,Bihar,6993466249.78,25649988190.63,2099,6.7,2,1,1314,17,104.1,-0.6,2.4,0,0,0,3,2019-20,0,1.225,0
Joint Venture Project Nashik_05091,Joint Venture Project,12107686530.993,13479833606.0107,11.332859266759,2759,3223,464,2022-08-10,2030-02-28,2031-06-07,400,522.1,1,Medium (Undulating),Very High,60.2016,16,122.3,High,Eastern Region,9919249641.15,51626732816.76,3000,4.5,1,1,1099,6,101,10.5,2.1,1,1,1,5,2022-23,17.68,0.856,1
Surat 400/220kV GIS Substation_05092,Substation,1377013201.72141,2635731186.18876,91.4092895328691,747,666,-81,2016-04-10,2018-04-27,2018-02-05,400,0,47,Moderate (Hilly),Moderate,5.4576,8,67.2,Low,Madhya Pradesh,1037315977.86,3497067777.08,254,8.7,2,1,1142,13,96.3,5.1,2.7,0,0,0,4,2016-17,0,1.122,0
Surat 400/220kV GIS Substation_05092,Substation,1377013201.72141,2635731186.18876,91.4092895328691,747,666,-81,2016-04-10,2018-04-27,2018-02-05,220,0,47,Moderate (Hilly),Moderate,5.4576,8,67.2,Low,Madhya Pradesh,1037315977.86,3497067777.08,254,8.7,2,1,1142,13,96.3,5.1,2.7,0,0,0,4,2016-17,0,1.122,0
Education Project Panipat_05093,CSR - Education,234117772.215475,641395070.255283,173.96257199345,471,308,-163,2017-12-01,2019-03-17,2018-10-05,400,0,0,Medium (Undulating),Moderate,8.5153,11,21,Low,Bihar,105849936.71,353967685.76,30,8.3,0,0,1452,28,110.1,10,3.4,1,1,0,2,2017-18,0,1.529,0
Education Project Panipat_05093,CSR - Education,234117772.215475,641395070.255283,173.96257199345,471,308,-163,2017-12-01,2019-03-17,2018-10-05,220,0,0,Medium (Undulating),Moderate,8.5153,11,21,Low,Bihar,105849936.71,353967685.76,30,8.3,0,0,1452,28,110.1,10,3.4,1,1,0,2,2017-18,0,1.529,0
Dhanbad-Burdwan Transmission Line 400kV_05094,Transmission Line,19218484221.5721,20186872861.1391,5.0388398398251,956,968,12,2011-03-14,2013-10-25,2013-11-06,400,282.3,8,Low (Plain),Moderate,0,18,49.5,Moderate,Tamil Nadu,25033221450.5,86476326494.2,3000,8.3,0,1,735,6,117,3.9,1.5,1,0,1,2,2011-12,44.24,0.988,0
Education Project Shimla_05095,CSR - Education,129583699.486328,373789598.718594,188.454180734383,539,447,-92,2017-10-04,2019-03-27,2018-12-25,33,0,0,Medium (Plateau),Low,6.6889,10,82,Moderate,Uttar Pradesh,33862158.48,227385346.71,25,7.6,1,1,965,18,110.8,12.5,3.3,0,1,0,7,2017-18,0,1.206,0
Salem-Nagpur Transmission Line 400/220kV_05096,Transmission Line,11283007492.695,12852453256.6944,13.909817617471,522,630,108,2013-07-18,2014-12-22,2015-04-09,400,392.4,6,Moderate,Low,59.8337,17,66,Moderate,Haryana,10000016063.09,50900329691.9,3000,5.2,1,0,642,14,114.7,3.5,2.3,0,0,0,6,2013-14,21.35,0.829,1
Salem-Nagpur Transmission Line 400/220kV_05096,Transmission Line,11283007492.695,12852453256.6944,13.909817617471,522,630,108,2013-07-18,2014-12-22,2015-04-09,220,392.4,6,Moderate,Low,59.8337,17,66,Moderate,Haryana,10000016063.09,50900329691.9,3000,5.2,1,0,642,14,114.7,3.5,2.3,0,0,0,6,2013-14,21.35,0.829,1
Warangal-Jaisalmer Transmission Line 765/400kV_05097,Transmission Line (D/C),38394219248.1346,33873517130.2314,-11.7744342935762,864,938,74,2022-04-18,2024-08-29,2024-11-11,765,347.5,5,Very High (Hilly),Medium,39.9875,38,148,Low,Maharashtra,31151476221.24,166268891519.76,3000,6.8,0,0,1334,20,99.1,10.3,1.7,0,1,1,3,2022-23,63.38,0.921,0
Warangal-Jaisalmer Transmission Line 765/400kV_05097,Transmission Line (D/C),38394219248.1346,33873517130.2314,-11.7744342935762,864,938,74,2022-04-18,2024-08-29,2024-11-11,400,347.5,5,Very High (Hilly),Medium,39.9875,38,148,Low,Maharashtra,31151476221.24,166268891519.76,3000,6.8,0,0,1334,20,99.1,10.3,1.7,0,1,1,3,2022-23,63.38,0.921,0
Solar Generation Srinagar_05098,Solar Generation,2935427127.79052,4698199340.49517,60.0516427751172,508,883,375,2015-05-24,2016-10-13,2017-10-23,765,153.5,4,Low (Desert),Low,0,11,48.2,Moderate,Jammu & Kashmir,1757059734.48,8643177702.51,825,4.1,2,0,779,6,95.8,0,4.3,0,1,1,5,2015-16,10.01,0.575,1
Solar Generation Srinagar_05098,Solar Generation,2935427127.79052,4698199340.49517,60.0516427751172,508,883,375,2015-05-24,2016-10-13,2017-10-23,400,153.5,4,Low (Desert),Low,0,11,48.2,Moderate,Jammu & Kashmir,1757059734.48,8643177702.51,825,4.1,2,0,779,6,95.8,0,4.3,0,1,1,5,2015-16,10.01,0.575,1
Nagpur 400/220kV GIS Substation_05099,Substation,6168359850.34385,7339190494.13203,18.9812311894047,293,183,-110,2009-01-05,2009-10-25,2009-07-07,400,0,47,High (Hilly),High,15.9148,21,57.8,Moderate,0rth Eastern Region,7035501689.99,26796474002.49,2409,8.3,1,1,1039,14,100.5,12.8,5,1,0,1,1,2009-10,0,1.601,1
Nagpur 400/220kV GIS Substation_05099,Substation,6168359850.34385,7339190494.13203,18.9812311894047,293,183,-110,2009-01-05,2009-10-25,2009-07-07,220,0,47,High (Hilly),High,15.9148,21,57.8,Moderate,0rth Eastern Region,7035501689.99,26796474002.49,2409,8.3,1,1,1039,14,100.5,12.8,5,1,0,1,1,2009-10,0,1.601,1
Firozabad-Bhopal Transmission System 400/220kV_05100,Transmission System,23453585436.7413,25862126178.4878,10.2693924911515,1628,1613,-15,2014-01-26,2018-07-12,2018-06-27,400,1093.4,7,High (Hilly/Difficult),Low,505.9668,36,152.4,Low,Tamil Nadu,29120016143.98,101977988715.59,3000,8,2,0,1124,12,98.1,-0.7,2.6,0,1,1,10,2014-15,13.87,1.009,0
Firozabad-Bhopal Transmission System 400/220kV_05100,Transmission System,23453585436.7413,25862126178.4878,10.2693924911515,1628,1613,-15,2014-01-26,2018-07-12,2018-06-27,220,1093.4,7,High (Hilly/Difficult),Low,505.9668,36,152.4,Low,Tamil Nadu,29120016143.98,101977988715.59,3000,8,2,0,1124,12,98.1,-0.7,2.6,0,1,1,10,2014-15,13.87,1.009,0
Amritsar 220kV GIS Substation_05101,Substation,1685924604.56444,2699592809.70256,60.1253580613121,516,646,130,2014-10-17,2016-03-16,2016-07-24,220,0,35,Moderate,High,5.5476,4,47.5,Medium,Rajasthan,972588150.44,5114224901.29,196,7.5,0,0,319,5,98.9,6.6,2.2,0,1,1,1,2014-15,0,0.799,0
Environment Project Dhanbad_05102,CSR - Environment,147712778.079771,401032028.592255,171.494473129252,191,42,-149,2022-04-04,2022-10-12,2022-05-16,400,0,0,Low (Plains),Moderate,0,13,79.5,Low,Southern Region,68244390.68,257891903.74,25,6.8,1,0,1141,14,105.6,5,2.9,1,0,0,4,2022-23,0,4.548,0
Education Project Gorakhpur_05103,CSR - Education,162421892.27465,391436667.353793,140.999942724401,184,184,0,2020-12-13,2021-06-15,2021-06-15,400,0,0,Low (Plain),Moderate,0,8,55.5,Medium,Assam,60796924.55,278433180.17,25,7.2,0,1,1973,27,119.8,5.6,3.2,1,0,0,8,2020-21,0,1,0
Rajkot-Jamnagar Transmission System 400kV_05104,Transmission System,32517036778.3159,31477062517.5456,-3.19824425534306,1583,1603,20,2009-08-16,2013-12-16,2014-01-05,400,1105.1,18,High (Hilly),Moderate,479.3101,38,142.3,Low,Jharkhand,26599270289.25,169772098057.1,3000,7.8,1,0,1256,26,98.3,4.2,2.8,0,1,1,5,2009-10,19.57,0.988,0
Healthcare Project Korba_05105,CSR - Healthcare,35252017.4959444,133181695.994795,277.798791261001,375,522,147,2012-11-09,2013-11-19,2014-04-15,220,0,0,Low (Plain),Moderate,0,9,57.1,High,Jharkhand,13251879.45,56346624.73,25,6.6,0,0,1604,24,107.9,-4.4,2.2,0,1,0,4,2012-13,0,0.718,0
Bikaner 765/400kV GIS Substation_05106,Substation,17011808932.4729,17459848882.2645,2.6336996351772,351,331,-20,2013-06-14,2014-05-31,2014-05-11,765,0,35,Low (Plain),Low,0,15,65.8,Low,Bihar,17407555362.06,83449412140.59,3000,5.3,0,0,1006,18,96.5,11.4,2.1,0,1,1,2,2013-14,0,1.06,1
Bikaner 765/400kV GIS Substation_05106,Substation,17011808932.4729,17459848882.2645,2.6336996351772,351,331,-20,2013-06-14,2014-05-31,2014-05-11,400,0,35,Low (Plain),Low,0,15,65.8,Low,Bihar,17407555362.06,83449412140.59,3000,5.3,0,0,1006,18,96.5,11.4,2.1,0,1,1,2,2013-14,0,1.06,1
Siliguri-Ranchi Transmission System 765/400kV_05107,Transmission System,39905522544.9447,35468776570.8055,-11.1181252397889,1520,1624,104,2012-09-11,2016-11-09,2017-02-21,765,2122.1,19,Medium (Undulating),Low,136.1409,39,131.1,Low,Jharkhand,49893056944.75,231047969394.44,3000,8.5,0,0,1303,23,120,2.1,2.2,1,1,1,5,2012-13,11.43,0.936,0
Siliguri-Ranchi Transmission System 765/400kV_05107,Transmission System,39905522544.9447,35468776570.8055,-11.1181252397889,1520,1624,104,2012-09-11,2016-11-09,2017-02-21,400,2122.1,19,Medium (Undulating),Low,136.1409,39,131.1,Low,Jharkhand,49893056944.75,231047969394.44,3000,8.5,0,0,1303,23,120,2.1,2.2,1,1,1,5,2012-13,11.43,0.936,0
Sikar-Tirunelveli HVDC Link_05108,HVDC Transmission Link,16866351956.7967,18007754915.348,6.76733748634573,1499,2284,785,2018-02-11,2022-03-21,2024-05-14,400,1705.7,5,Medium (Undulating),Low,246.8794,26,126.3,Moderate,Telangana,21594246544.89,81678063034.22,3000,3.7,3,1,968,18,95.5,-1.6,2.3,1,1,1,7,2018-19,6.4,0.656,1
Muzaffarpur-Jabalpur Transmission System 400kV_05109,Transmission System (TBCB),4162307278.61642,5954753727.98464,43.0637703894857,663,737,74,2015-04-10,2017-02-01,2017-04-16,400,270.3,8,Low (Desert),Low,0,4,87.7,High,Andhra Pradesh,3666252750.9,12242924498.22,1244,6.6,1,0,692,18,110.6,1.2,2.6,0,1,0,4,2015-16,6.36,0.9,0
Transmission Project SPV Solapur_05110,Transmission Project SPV,406833473.19839,1038509914.61851,155.266585233041,766,785,19,2008-11-18,2010-12-24,2011-01-12,400,164.9,7,Moderate,Moderate,20.9184,9,97.2,Very High,Manipur,166875933.89,726805397.32,432,4.9,0,1,1086,14,102.1,0.5,3.1,1,1,0,2,2008-09,0.81,0.976,1
Aligarh 220kV GIS Substation_05111,Substation,3245871354.74793,5973827051.71263,84.0438636908501,364,404,40,2012-05-01,2013-04-30,2013-06-09,220,0,25,Low (Desert),High,0,8,106.3,High,Karnataka,2609336251.88,10190804679.19,572,7.8,1,0,987,18,108,8.9,2.9,0,1,0,7,2012-13,0,0.901,0
Transmission Project SPV Jaipur_05112,Transmission Project SPV,1165252842.40702,2034787802.87889,74.6219986621702,969,969,0,2018-02-13,2020-10-09,2020-10-09,400,247.7,1,Low (Plain),Low,0,6,22.2,Low,Maharashtra,490925714.19,2950502727.01,627,8.1,0,0,903,11,119.8,3.8,2,0,0,0,6,2018-19,1.56,1,0
Jaipur-Tuticorin Transmission System 400/220kV_05113,Transmission System,33764786371.1138,33528656268.229,-0.699338358873052,656,965,309,2013-09-03,2015-06-21,2016-04-25,400,970.6,14,Moderate,Moderate,55.8584,32,181.6,High,Gujarat,39630975945.26,175052500449.19,3000,3.2,4,1,707,11,99.7,0.9,1.8,0,1,1,7,2013-14,22.56,0.68,1
Jaipur-Tuticorin Transmission System 400/220kV_05113,Transmission System,33764786371.1138,33528656268.229,-0.699338358873052,656,965,309,2013-09-03,2015-06-21,2016-04-25,220,970.6,14,Moderate,Moderate,55.8584,32,181.6,High,Gujarat,39630975945.26,175052500449.19,3000,3.2,4,1,707,11,99.7,0.9,1.8,0,1,1,7,2013-14,22.56,0.68,1
Rural Development Project Faridabad_05114,CSR - Rural Development,106619522.061673,290662633.88365,172.616710582813,316,289,-27,2009-05-25,2010-04-06,2010-03-10,220,0,0,Low (Plain),Moderate,0,4,51.8,Medium,Telangana,30170348.1,132924843.83,25,6.8,0,0,1035,17,110.2,10.2,2.6,0,0,0,1,2009-10,0,1.093,0
Pondicherry-Varanasi Transmission Line 220kV Phase-IV_05115,Transmission Line,5003020325.20218,6625164102.12916,32.4232897626981,1073,943,-130,2013-03-16,2016-02-22,2015-10-15,220,496.5,7,Medium (Plateau),Low,44.0951,12,66.9,Moderate,Uttar Pradesh,2974550568.33,17872095116.61,1720,8.4,1,0,775,8,98,4.3,3.5,0,0,0,2,2013-14,4.74,1.138,0
Pune-Ghaziabad Transmission Line 765kV_05116,Transmission Line,23329730469.7813,23333310998.6998,0.0153474937190048,595,619,24,2013-11-05,2015-06-23,2015-07-17,765,155.4,11,Low (Plain),Low,0,23,81,Low,Chhattisgarh,21727048461.28,91327274304.18,3000,8.3,1,0,1176,13,119.6,3,2.4,0,1,1,3,2013-14,85.27,0.961,1
R&D Tuticorin_05117,R&D,280436239.815073,731078782.234911,160.69340493119,391,226,-165,2017-06-24,2018-07-20,2018-02-05,220,262.4,4,Medium (Plateau),Medium,60.1117,15,81.7,Low,Andhra Pradesh,115149866.33,408099366.77,558,6.5,0,1,898,9,108.5,2.3,2.9,0,1,0,5,2017-18,0.22,1.73,0
Education Project Gurgaon_05118,CSR - Education,84650671.2441245,264094930.452913,211.982086581793,201,238,37,2015-10-01,2016-04-19,2016-05-26,400,0,0,High (Hilly),Moderate,16.2016,12,103,Low,Tamil Nadu,20363742.19,131629117.11,25,8,0,0,1125,9,115.8,-2,2.2,0,1,0,8,2015-16,0,0.845,0
Pondicherry-Vadodara Cross-Border Transmission Line 132kV Phase-I_05119,Cross-Border Transmission Line,6432448786.99758,8266272928.11361,28.5089582807543,599,607,8,2013-07-05,2015-02-24,2015-03-04,132,79,4,Low (Plain),High,0,14,95.2,Moderate,Rajasthan,6942450861.3,23420544461.01,1748,7.8,0,0,383,7,100.7,-3.7,2.5,0,1,0,5,2013-14,43.65,0.987,0
Faridabad-Solapur Transmission Line 765kV_05120,Transmission Line,8790734531.22612,11571646795.6898,31.6345836014663,844,952,108,2016-10-02,2019-01-24,2019-05-12,765,207.5,5,Moderate,Moderate,22.2018,11,89.6,Low,Maharashtra,7517042768.49,35548815888.22,2309,7.4,2,1,1571,30,118.3,-4.9,2.4,0,1,0,2,2016-17,22.13,0.887,0
Communication System Western Region_05121,Telecom,1037938663.71277,2219998251.03519,113.885302537446,389,337,-52,2018-12-19,2020-01-12,2019-11-21,765,333.2,6,Medium (Undulating),Low,27.8754,6,75.7,Moderate,Western Region,622121030.6,2773151196.78,752,5.2,0,0,1156,8,115,-0.4,2.6,1,0,0,2,2018-19,1.5,1.154,1
Communication System Western Region_05121,Telecom,1037938663.71277,2219998251.03519,113.885302537446,389,337,-52,2018-12-19,2020-01-12,2019-11-21,400,333.2,6,Medium (Undulating),Low,27.8754,6,75.7,Moderate,Western Region,622121030.6,2773151196.78,752,5.2,0,0,1156,8,115,-0.4,2.6,1,0,0,2,2018-19,1.5,1.154,1
Communication System Western Region_05121,Telecom,1037938663.71277,2219998251.03519,113.885302537446,389,337,-52,2018-12-19,2020-01-12,2019-11-21,220,333.2,6,Medium (Undulating),Low,27.8754,6,75.7,Moderate,Western Region,622121030.6,2773151196.78,752,5.2,0,0,1156,8,115,-0.4,2.6,1,0,0,2,2018-19,1.5,1.154,1
Education Project Jalandhar_05122,CSR - Education,208991005.8837,569903475.657694,172.692823907856,452,455,3,2014-07-16,2015-10-11,2015-10-14,400,0,0,High (Hilly),Moderate,11.9621,21,114,Low,Andhra Pradesh,60635463.36,342572006.53,25,6.9,0,0,1133,8,109,-3.3,1.8,1,1,0,5,2014-15,0,0.993,0
Healthcare Project Sambalpur_05123,CSR - Healthcare,106174701.686683,325884234.349076,206.932093212512,280,152,-128,2010-09-06,2011-06-13,2011-02-05,400,0,0,Moderate,Moderate,2.581,7,35,Low,Gujarat,30066845.69,167647607.25,25,8.7,0,0,765,10,106.5,8.5,1.8,0,0,0,2,2010-11,0,1.842,0
Healthcare Project Sambalpur_05123,CSR - Healthcare,106174701.686683,325884234.349076,206.932093212512,280,152,-128,2010-09-06,2011-06-13,2011-02-05,220,0,0,Moderate,Moderate,2.581,7,35,Low,Gujarat,30066845.69,167647607.25,25,8.7,0,0,765,10,106.5,8.5,1.8,0,0,0,2,2010-11,0,1.842,0
Purnea-Vijayawada Transmission Line 220kV_05124,Transmission Line (D/C),5158440853.57544,7202704628.34541,39.6294894677923,1013,1115,102,2013-07-28,2016-05-06,2016-08-16,220,61.3,10,Medium (Plateau),High,6.3816,7,66.5,Moderate,Punjab,3371160272.66,21993826690.66,1180,7.5,0,0,635,6,109.2,4.1,2.3,0,0,0,5,2013-14,47.2,0.909,0
Smart Metering Ahmedabad_05125,Smart Metering,3492968383.8064,5285350726.49326,51.3140156377153,765,869,104,2022-02-05,2024-03-11,2024-06-23,132,0,2,Medium (Undulating),High,5.3024,5,42.4,High,Haryana,1535757212.41,9662983747.95,511,7.2,0,0,357,12,107.2,0.7,3.2,0,1,1,4,2022-23,0,0.88,0
Healthcare Project Kota_05126,CSR - Healthcare,217640242.672228,492052193.084058,126.085115069965,383,484,101,2016-03-17,2017-04-04,2017-07-14,400,0,0,Low (Plain),Medium,0,10,34.9,Moderate,Rajasthan,79236011.76,424750586.76,25,6.6,1,0,269,17,111.4,8.8,2.6,0,0,0,6,2016-17,0,0.791,0
Kolhapur-Ranchi Transmission System 765/400kV_05127,Transmission System (TBCB),20811675257.9572,19246126009.1673,-7.52245664697897,1389,1418,29,2018-10-10,2022-07-30,2022-08-28,765,98.1,34,Low (Desert),Very High,0,25,81.8,Moderate,Meghalaya,33901385503.15,121846415313.53,3000,4.3,2,1,2365,55,99.7,5,3.5,1,1,1,1,2018-19,203.22,0.98,1
Kolhapur-Ranchi Transmission System 765/400kV_05127,Transmission System (TBCB),20811675257.9572,19246126009.1673,-7.52245664697897,1389,1418,29,2018-10-10,2022-07-30,2022-08-28,400,98.1,34,Low (Desert),Very High,0,25,81.8,Moderate,Meghalaya,33901385503.15,121846415313.53,3000,4.3,2,1,2365,55,99.7,5,3.5,1,1,1,1,2018-19,203.22,0.98,1
Kanpur-Durgapur Transmission Line 400kV_05128,Transmission Line,2426866624.72508,4111748864.82382,69.4262397007336,1074,1106,32,2016-01-21,2018-12-30,2019-01-31,400,362.8,8,Moderate,Moderate,37.1008,5,20.4,Low,Tamil Nadu,1552330309.6,7296830726.03,1308,8.1,1,0,961,7,104.6,4.7,3,0,0,0,1,2016-17,2.82,0.971,0
Muzaffarpur 765/400/220kV GIS Substation_05129,Substation,11293950127.6737,12160893024.66,7.67617075678433,585,612,27,2017-07-16,2019-02-21,2019-03-20,765,0,29,Low (Plain),Moderate,0,16,41.2,Moderate,Uttar Pradesh,14206992157.01,52983460005.98,3000,7.9,0,0,1091,10,95.6,8.3,3,0,1,0,4,2017-18,0,0.956,0
Muzaffarpur 765/400/220kV GIS Substation_05129,Substation,11293950127.6737,12160893024.66,7.67617075678433,585,612,27,2017-07-16,2019-02-21,2019-03-20,400,0,29,Low (Plain),Moderate,0,16,41.2,Moderate,Uttar Pradesh,14206992157.01,52983460005.98,3000,7.9,0,0,1091,10,95.6,8.3,3,0,1,0,4,2017-18,0,0.956,0
Muzaffarpur 765/400/220kV GIS Substation_05129,Substation,11293950127.6737,12160893024.66,7.67617075678433,585,612,27,2017-07-16,2019-02-21,2019-03-20,220,0,29,Low (Plain),Moderate,0,16,41.2,Moderate,Uttar Pradesh,14206992157.01,52983460005.98,3000,7.9,0,0,1091,10,95.6,8.3,3,0,1,0,4,2017-18,0,0.956,0
Transmission Project SPV Delhi_05130,Transmission Project SPV,1722555058.77776,3275032592.24982,90.1264389524723,698,911,213,2017-03-22,2019-02-18,2019-09-19,400,138,0,Moderate,Low,24.133,10,70.5,Moderate,Odisha,857581158.83,4861313877.4,709,7.6,0,0,1136,18,106.9,-2,3,0,0,1,2,2017-18,4.79,0.766,1
Transmission Project SPV Delhi_05130,Transmission Project SPV,1722555058.77776,3275032592.24982,90.1264389524723,698,911,213,2017-03-22,2019-02-18,2019-09-19,220,138,0,Moderate,Low,24.133,10,70.5,Moderate,Odisha,857581158.83,4861313877.4,709,7.6,0,0,1136,18,106.9,-2,3,0,0,1,2,2017-18,4.79,0.766,1
Smart Metering Kolhapur_05131,Smart Metering,5794546417.88283,8710009708.54064,50.3139172664188,815,841,26,2012-12-28,2015-03-23,2015-04-18,400,0,2,Low (Plains),Low,0,4,15,Low,Telangana,3722944579.58,22866459632.57,1404,8.2,0,0,707,13,116.1,-4.8,2.7,0,0,0,9,2012-13,0,0.969,0
Luck0w-Itanagar Cross-Border Transmission Line 765kV_05132,Cross-Border Transmission Line,9346776179.62766,12698026054.9806,35.854607096053,999,958,-41,2014-06-02,2017-02-25,2017-01-15,765,107.7,4,Low (Urban),Medium,0,10,57.8,Moderate,Jharkhand,5718938202.15,39053920124.22,2678,8.9,1,0,757,12,102.7,-1.9,2.3,0,1,0,8,2014-15,43.14,1.043,0
Ahmedabad-Itanagar Transmission Line 220kV_05133,Transmission Line (D/C),1478130439.15002,2136195785.11073,44.520113281689,280,331,51,2023-06-23,2024-03-29,2024-05-19,220,274.5,3,Medium (Undulating),Medium,16.5473,9,39,Medium,Gujarat,836594789.02,3696474558.77,830,3.5,2,1,892,16,98.6,1,2.1,1,0,0,6,2023-24,2.09,0.846,1
Kolhapur-Kochi Transmission Line 400kV Phase-I_05134,Transmission Line,12856606503.3817,14373269064.1052,11.7967564794382,868,819,-49,2010-02-19,2012-07-06,2012-05-18,400,395.9,6,Low (Plains),Very High,0,10,95.2,Moderate,Rajasthan,16194293295.5,62260595727.59,3000,9.3,0,0,299,15,113.4,3.8,1.8,1,1,1,5,2010-11,20.15,1.06,0
